name,url,description
MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,"MS Office Basic Computer Literacy (Sim) (New): Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email."
Pharmaceutical Chemistry (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/,"Pharmaceutical Chemistry (New): Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry."
Social Media (New),https://www.shl.com/products/product-catalog/view/social-media-new/,Social Media (New): Multi-choice test that measures the knowledge about the different social media platforms.
Adobe Photoshop CC,https://www.shl.com/products/product-catalog/view/adobe-photoshop-cc/,"Adobe Photoshop CC: The Adobe Photoshop CC test measures knowledge of Adobe Photoshop CC. Designed for experienced users, this test covers the following topics: 3D, Color, File…"
Pediatrics (New),https://www.shl.com/products/product-catalog/view/pediatrics-new/,"Pediatrics (New): Multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them."
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,"SHL Verify Interactive – Deductive Reasoning: Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using…"
Healthcare Call Center Agent Solution,https://www.shl.com/products/product-catalog/view/healthcare-call-center-agent-solution/,Healthcare Call Center Agent Solution: The Healthcare Call Center Agent solution is for entry-level positions in an inbound healthcare call center environment.  Sample tasks for this job include…
Phone Banker - Short Form,https://www.shl.com/products/product-catalog/view/phone-banker-short-form/,Phone Banker - Short Form: This solution is for entry to mid-level financial institution positions. Candidates are asked to answer multiple choice questions to assess learning potential…
Manager 7.1 (International),https://www.shl.com/products/product-catalog/view/manager-7-1-solution/,Manager 7.1 (International): Our Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for…
Angular 6 (New),https://www.shl.com/products/product-catalog/view/angular-6-new/,"Angular 6 (New): Multi-choice test that measures the knowledge of the basic components and modules of Angular 6 and concepts like data binding, dependency injection, CRUD with…"
Electronics and Embedded Systems Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,"Electronics and Embedded Systems Engineering (New): Multi-choice test that measures the candidate’s knowledge and understanding on concepts like embedded systems and, analog and digital electronics."
Salesforce Development (New),https://www.shl.com/products/product-catalog/view/salesforce-development-new/,"Salesforce Development (New): Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics."
General Entry Level - All Industries 7.1 Solution,https://www.shl.com/products/product-catalog/view/general-entry-level-all-industries-7-1-solution/,General Entry Level - All Industries 7.1 Solution: Our General Entry Level – All Industries 7.1 solution is designed for entry-level positions across industries. This solution predicts the following types of…
OPQ MQ Sales Report,https://www.shl.com/products/product-catalog/view/opq-mq-sales-report/,OPQ MQ Sales Report: This OPQ (Occupational Personality Questionnaire) report provides a graphical and narrative summary of an individual's natural style that is critical to sales…
Entry Level Customer Service 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-customer-service-%28retail-and-cc%29-7-1/,Entry Level Customer Service 7.1 (International): The Entry Level Customer Service Solution (Retail and Contact Center) 7.1 is for entry-level positions in which employees interact with customers by providing…
Java Web Services (New),https://www.shl.com/products/product-catalog/view/java-web-services-new/,"Java Web Services (New): Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generics and inner class."
Dojo (New),https://www.shl.com/products/product-catalog/view/dojo-new/,"Dojo (New): Multi-choice test that measures the knowledge of Dojo architecture, classes and libraries, styles, animation and Dojo queries."
Biotech Lab Techniques (New),https://www.shl.com/products/product-catalog/view/biotech-lab-techniques-new/,"Biotech Lab Techniques (New): Multi-choice test that measures the knowledge of biophysical techniques, bio-processing and separation techniques like chromatography and electrophoresis."
Statistical Analysis System (New),https://www.shl.com/products/product-catalog/view/statistical-analysis-system-new/,Statistical Analysis System (New): Multi-choice test that measures the ability to use the SAS software for statistical analysis.
Business Communication (adaptive),https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,Business Communication (adaptive): This is an adaptive test that measures knowledge of communicating in the workplace. It measures the skills necessary to communicate effectively with coworkers…
ReactJS (New),https://www.shl.com/products/product-catalog/view/reactjs-new/,"ReactJS (New): Multi-choice test that measures the technical knowledge of React APIs, render function, JSX, form validation and styling."
Ruby (New),https://www.shl.com/products/product-catalog/view/ruby-new/,"Ruby (New): Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception…"
Stock Clerk Solution,https://www.shl.com/products/product-catalog/view/stock-clerk-solution/,Stock Clerk Solution: The Stock Clerk solution is for entry-level retail positions in which employees work primarily in the stockroom handling incoming and outgoing shipment and…
Industrial - Entry Level 7.1 (International),https://www.shl.com/products/product-catalog/view/industrial-entry-level-7-1-%28international%29/,"Industrial - Entry Level 7.1 (International): Our Industrial – Entry Level 7.1 solution is designed for entry-level positions, and measures the behaviors and experiences that underlie successful and safe…"
SAP Hybris (New),https://www.shl.com/products/product-catalog/view/sap-hybris-new/,"SAP Hybris (New): Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming…"
SAP SD (Sales and Distribution) (New),https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,"SAP SD (Sales and Distribution) (New): Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing…"
Apache Kafka (New),https://www.shl.com/products/product-catalog/view/apache-kafka-new/,"Apache Kafka (New): Multi-choice test that measures the knowledge of Apache Kafka architecture, components, clusters, performance tuning and advanced operations."
Cloud Computing (New),https://www.shl.com/products/product-catalog/view/cloud-computing-new/,"Cloud Computing (New): Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds."
OPQ Profile Report,https://www.shl.com/products/product-catalog/view/opq-profile-report/,OPQ Profile Report: This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only.  Please note this…
Polymer Engineering (New),https://www.shl.com/products/product-catalog/view/polymer-engineering-new/,"Polymer Engineering (New): Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life."
Manufac. & Indust. - Safety & Dependability 8.0,https://www.shl.com/products/product-catalog/view/safety-and-dependability-focus-8-0/,Manufac. & Indust. - Safety & Dependability 8.0: The Manufacturing & Industrial Safety & Dependability Focus 8.0 Job-Focused Assessment   measures the behaviors that underlie safe performance in a work…
Automata Pro (New),https://www.shl.com/products/product-catalog/view/automata-pro-new/,Automata Pro (New): An AI-powered coding simulation assessment that evaluates candidate’s programming ability. Offers a familiar IDE environment available in over 40 different…
OPQ User Report,https://www.shl.com/products/product-catalog/view/opq-user-report/,"OPQ User Report: This OPQ (Occupational Personality Questionnaire) report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at…"
Written English v1,https://www.shl.com/products/product-catalog/view/written-english-v1/,Written English v1: The Written English test measures knowledge of US English grammar and English reading comprehension. It is designed for those with English as a second language…
360 Digital Report,https://www.shl.com/products/product-catalog/view/360-digital-report/,"360 Digital Report: Introducing the new 360 Digital Report from SHL! Our latest offering revolutionizes the reporting experience for our 360 products, catering to the modern…"
Count Out The Money,https://www.shl.com/products/product-catalog/view/count-out-the-money/,Count Out The Money: The Count out the Money –US test measures a candidate’s money handling ability. This test is designed for entry-level positions where handling money is…
HTML/CSS (New),https://www.shl.com/products/product-catalog/view/htmlcss-new/,HTML/CSS (New): Multi-choice test that measures the knowledge of HTML to create a user interface and CSS to stylize it.
Microsoft Dynamics Development (New),https://www.shl.com/products/product-catalog/view/microsoft-dynamics-development-new/,"Microsoft Dynamics Development (New): Multi-choice test that measures the knowledge of Microsoft Dynamics installation, sales process, service management, administration, configuration, entity…"
SAP HCM (Human Capital Management) (New),https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,"SAP HCM (Human Capital Management) (New): Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions."
.NET XAML (New),https://www.shl.com/products/product-catalog/view/net-xaml-new/,".NET XAML (New): Multi-choice test that measures the knowledge of XAML triggers, data binding, custom controls and layouts."
Desktop Support (New),https://www.shl.com/products/product-catalog/view/desktop-support-new/,"Desktop Support (New): Multi-choice test that measures the knowledge of networking, peripheral components, operating systems, troubleshooting and providing technical support."
Manufacturing & Industrial - Mechanical Focus 8.0,https://www.shl.com/products/product-catalog/view/mechanical-focus-8-0/,Manufacturing & Industrial - Mechanical Focus 8.0: The Manufacturing & Industrial Mechanical Focus 8.0 Job-Focused Assessment measures the   behaviors that underlie successful and safe performance in an…
Industrial - Entry Level 7.0 Solution,https://www.shl.com/products/product-catalog/view/industrial-entry-level-7-0-solution/,"Industrial - Entry Level 7.0 Solution: Our Industrial – Entry Level 7.0 solution is designed for entry-level positions, and measures the behaviors and experiences that underlie successful and safe…"
PHP (New),https://www.shl.com/products/product-catalog/view/php-new/,"PHP (New): Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP."
Microsoft PowerPoint 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,"Microsoft PowerPoint 365 - Essentials (New): The Microsoft PowerPoint 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft PowerPoint, and…"
Contact Center Sales & Service + 8.0,https://www.shl.com/products/product-catalog/view/contact-center-sales-and-service-8-0/,"Contact Center Sales & Service + 8.0 : The Contact Center + 8.0 - Sales & Service Job Focused Assessment is designed to measure the skills, competencies, and behaviors needed for success in contact…"
Front Office Management (New),https://www.shl.com/products/product-catalog/view/front-office-management-new/,Front Office Management (New): Multi-choice test that measures the knowledge of front office operations.
Graduate Scenarios,https://www.shl.com/products/product-catalog/view/graduate-scenarios/,Graduate Scenarios: Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…
Professional 8.0 JFA,https://www.shl.com/products/product-catalog/view/professional-8-0-jfa/,Professional 8.0 JFA: The Professional 8.0 Job-Focused Assessment is designed for all non-managerial professional/individual contributor positions. It measures behaviors that…
Industrial - Semi-skilled 7.1 (Americas),https://www.shl.com/products/product-catalog/view/industrial-semi-skilled-7-1-%28americas%29/,Industrial - Semi-skilled 7.1 (Americas): Our Industrial – Semi-skilled 7.1 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and safe…
Food Science (New),https://www.shl.com/products/product-catalog/view/food-science-new/,"Food Science (New): Multi-choice test that measures the knowledge of food chemistry, nutrition, food microbiology, food engineering and food product technology."
Industrial - Professional and Skilled 7.0 Solution,https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-0-solution/,Industrial - Professional and Skilled 7.0 Solution: Our Industrial – Professional and Skilled 7.0 solution is designed to measure the behaviors and experiences that underlie successful and safe performance in…
Administrative Professional - Short Form,https://www.shl.com/products/product-catalog/view/administrative-professional-short-form/,Administrative Professional - Short Form: The Administrative Professional solution is for entry to mid-level positions that involve routine clerical and administrative functions in addition to office…
Microsoft Excel 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-excel-365-new/,"Microsoft Excel 365 (New): The Microsoft Excel 365 simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics…"
PJM Development Report,https://www.shl.com/products/product-catalog/view/pjm-development-report/,PJM Development Report: The Person-Job Match Report is unique in that it  matches the performance potential of the  individual to the job’s specific competencies. This  provides you…
Executive Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-profile-report/,Executive Scenarios Profile Report: Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…
Jenkins (New),https://www.shl.com/products/product-catalog/view/jenkins-new/,"Jenkins (New): Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing."
ExpressJS (New),https://www.shl.com/products/product-catalog/view/expressjs-new/,"ExpressJS (New): Multi-choice test that measures the knowledge of routing, error handling, security, middleware and performance & reliability in ExpressJS."
Branch Manager - Short Form,https://www.shl.com/products/product-catalog/view/branch-manager-short-form/,Branch Manager - Short Form: This solution is for mid to upper-level financial institution managerial positions. Candidates answer a series of multiple choice questions to measure…
Contact Center Call Simulation (New),https://www.shl.com/products/product-catalog/view/contact-center-call-simulation-new/,Contact Center Call Simulation (New): Simulation based test that measures the ability to handle customer concerns over a call by referring to standard process documents. It also measures typing and…
Personal Banker - Short Form,https://www.shl.com/products/product-catalog/view/personal-banker-short-form/,"Personal Banker - Short Form: The Personal Banker – Loan Officer solution is for entry to mid-level financial institution positions. Sample tasks for this job would include, but are not…"
Store Manager 7.1 (International),https://www.shl.com/products/product-catalog/view/store-manager-7-1-%28international%29/,Store Manager 7.1 (International): Our Store Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or…
Perl (New),https://www.shl.com/products/product-catalog/view/perl-new/,"Perl (New): Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc."
Automata - SQL (New),https://www.shl.com/products/product-catalog/view/automata-sql-new/,"Automata - SQL (New): A simulated query writing test that measures the ability to write SQL queries to perform DDL, DML and DCL tasks."
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,"SQL Server Reporting Services (SSRS) (New): Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping…"
Medical Terminology (New),https://www.shl.com/products/product-catalog/view/medical-terminology-new/,"Medical Terminology (New): Multi-choice test that measures the knowledge of different medical terms and abbreviations related to the human body, diseases and diagnosis."
Culinary Skills (New),https://www.shl.com/products/product-catalog/view/culinary-skills-new/,"Culinary Skills (New): Multi-choice test that measures the knowledge of cooking principles, cooking equipment, meal preparation and presentation, and kitchen safety."
Data Warehousing Concepts,https://www.shl.com/products/product-catalog/view/data-warehousing-concepts/,"Data Warehousing Concepts: The Data Warehousing Concepts test measures knowledge of Data Warehousing. Designed for experienced users, this test covers the following topics: Big Data and…"
Workplace Safety - Team 7.1 (Americas),https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-1-%28americas%29/,Workplace Safety - Team 7.1 (Americas): The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…
Manager 7.1 (Americas),https://www.shl.com/products/product-catalog/view/manager-7-1-%28americas%29/,Manager 7.1 (Americas): Our Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for…
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,"SQL Server Analysis Services (SSAS) (New): Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI…"
Job Control Language (New),https://www.shl.com/products/product-catalog/view/job-control-language-new/,"Job Control Language (New): Multi-choice test that measures the knowledge of JCL libraries, parameters, statements, datasets, generation of data groups and conditional processing."
Project Management (2013),https://www.shl.com/products/product-catalog/view/project-management-2013/,Project Management (2013): The Project Management (2013) test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget. The test is…
Cardiology and Diabetes Management (New),https://www.shl.com/products/product-catalog/view/cardiology-and-diabetes-management-new/,"Cardiology and Diabetes Management (New): Multi-choice test that measures the knowledge of how to control and manage cardiovascular diseases and diabetes, and understanding of the diagnostic tests used…"
Director - Short Form,https://www.shl.com/products/product-catalog/view/director-short-form/,"Director - Short Form: The Director solution is intended for use with senior level positions responsible for the planning, directing, or coordinating key business activities and…"
.NET WCF (New),https://www.shl.com/products/product-catalog/view/net-wcf-new/,".NET WCF (New): Multi-choice test that measures the knowledge of .NET fundamentals, WCF architecture, programming model, SOA, managing and programming WCF."
Server Solution,https://www.shl.com/products/product-catalog/view/server-solution/,"Server Solution: The Server solution is designed for entry-level positions in the hospitality industry. Sample tasks include greeting customers, taking customer food and drink…"
Entry Level Technical Support Solution,https://www.shl.com/products/product-catalog/view/entry-level-technical-support-solution/,Entry Level Technical Support Solution: The Precise Fit Entry Level Technical Support Solution is for entry-level positions in which employees provide technical assistance to computer users in a…
COBOL Programming (New),https://www.shl.com/products/product-catalog/view/cobol-programming-new/,"COBOL Programming (New): Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing."
Accounts Receivable Simulation (New),https://www.shl.com/products/product-catalog/view/accounts-receivable-simulation-new/,Accounts Receivable Simulation (New): Simulated data entry test that measures the ability to process receivables and invoices.
Microsoft SQL Server 2014 Programming,https://www.shl.com/products/product-catalog/view/microsoft-sql-server-2014-programming/,Microsoft SQL Server 2014 Programming: The Microsoft SQL Server 2014 Programming test measures knowledge of Microsoft Structure Query Language (SQL) Server 2014 Programming. Designed for experienced…
Oracle DBA (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-advanced-level-new/,"Oracle DBA (Advanced Level) (New): Multi-choice test that measures the knowledge of Oracle DB architecture, backup and recovery, MySQL administration and advanced topics such as network…"
R Programming (New),https://www.shl.com/products/product-catalog/view/r-programming-new/,R Programming (New): Multi-choice test that measures the knowledge of R programming and its application in statistics.
Fundamentals of Chemistry (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-chemistry-new/,"Fundamentals of Chemistry (New): Multi-choice test that measures the knowledge of physical chemistry, inorganic chemistry and organic chemistry."
Data Entry Ten Key Split Screen,https://www.shl.com/products/product-catalog/view/data-entry-ten-key-split-screen/,Data Entry Ten Key Split Screen: Data Entry Ten Key Split Screen assessment measures ability to enter numbers using a numeric keypad. The test measures accuracy and speed.
Instrumentation Engineering (New),https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/,"Instrumentation Engineering (New): Multi-choice test that measures the conceptual knowledge of instrumentation, electronics, signals and communication systems."
MongoDB (New),https://www.shl.com/products/product-catalog/view/mongodb-new/,"MongoDB (New): Multi-choice test that measures the conceptual knowledge of MongoDB like sharding, replication, indexing, security and storage. It also checks the knowledge of…"
WriteX - Email Writing (Sales) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-sales-new/,"WriteX - Email Writing (Sales) (New): Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.     Your use…"
Restaurant Manager Solution,https://www.shl.com/products/product-catalog/view/restaurant-manager-solution/,Restaurant Manager Solution: The Restaurant Manager solution is designed for management level positions in the hospitality industry. Sample tasks include purchasing food and supplies…
Manager 8.0 JFA,https://www.shl.com/products/product-catalog/view/manager-8-0-jfa/,Manager 8.0 JFA: The Manager 8.0 Job-Focused Assessment is designed for candidates applying to their first leadership positions. It measures behaviors that underlie successful…
VLSI and Embedded Systems (New),https://www.shl.com/products/product-catalog/view/vlsi-and-embedded-systems-new/,VLSI and Embedded Systems (New): Multi-choice test that measures the knowledge of VLSI and embedded systems basics.
Core Java (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/core-java-advanced-level-new/,"Core Java (Advanced Level) (New): Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, files and exception handling, and advanced Java concepts like generics…"
Occupational Personality Questionnaire OPQ32r,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,"Occupational Personality Questionnaire OPQ32r: The SHL Occupational Personality Questionnaire, the OPQ32, is one of the most widely used and respected measures of workplace behavioural style in the world…"
Spring (New),https://www.shl.com/products/product-catalog/view/spring-new/,"Spring (New): Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions."
Workplace Administration Skills (New),https://www.shl.com/products/product-catalog/view/workplace-administration-skills-new/,"Workplace Administration Skills (New): Multi-choice test that measures the ability to organize one's workplace, properly maintain data, perform simple tasks on the computer and resolve…"
Claims/Operations Supervisor Solution,https://www.shl.com/products/product-catalog/view/claimsoperations-supervisor-solution/,Claims/Operations Supervisor Solution: The Claims/Operations Supervisor solution is for entry-level management positions that involve supervising hourly employees.  Sample tasks for this job…
Apache HBase (New),https://www.shl.com/products/product-catalog/view/apache-hbase-new/,"Apache HBase (New): Multi-choice test that measures the knowledge of HBase concepts such as CAP theorem, ACID properties, HBase client API, MapReduce integration, configuration…"
MS Excel (New),https://www.shl.com/products/product-catalog/view/ms-excel-new/,"MS Excel (New): Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data."
Executive - Short Form,https://www.shl.com/products/product-catalog/view/executive-short-form/,"Executive - Short Form: The Executive solution is intended for use with senior executive level positions responsible for planning, directing, or coordinating key business activities…"
C# Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new-4039/,"C# Programming (New): Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs…"
Senior Insurance Agent Solution,https://www.shl.com/products/product-catalog/view/senior-insurance-agent-solution/,"Senior Insurance Agent Solution: The Senior Insurance Agent solution is for senior-level professional positions in the insurance industry that sell a portfolio of insurance products, including…"
Entry Level Cashier 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-cashier-7-1-%28international%29/,"Entry Level Cashier 7.1 (International): The Entry level Cashier 7.1 solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for…"
Store Manager 7.0 Solution,https://www.shl.com/products/product-catalog/view/store-manager-7-0-solution/,Store Manager 7.0 Solution: Our Store Manager 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or…
Managerial Scenarios Candidate Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-candidate-report/,Managerial Scenarios Candidate Report: Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It…
Enterprise Leadership Report 2.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report-2-0/,Enterprise Leadership Report 2.0: Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment.  For…
Home Health Aide Solution,https://www.shl.com/products/product-catalog/view/home-health-aide-solution/,"Home Health Aide Solution: The Home Health Aide solution is for entry-level positions in an in-home or group home environment.  Sample tasks for this job include, but are not limited to…"
HTML5 (New),https://www.shl.com/products/product-catalog/view/html5-new/,HTML5 (New): Multi-choice test that measures the knowledge of HTML5 and its application in creating a user interface.
OPQ Leadership Report,https://www.shl.com/products/product-catalog/view/opq-leadership-report/,OPQ Leadership Report: This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential.  It is based on SHL's leading…
Contact Center Sales & Service 8.0,https://www.shl.com/products/product-catalog/view/contact-center-sales-and-service-8-0-4268/,Contact Center Sales & Service 8.0 : The Sales & Service 8.0 JFA is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and…
OPQ Team Impact Individual Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-individual-development-report/,"OPQ Team Impact Individual Development Report: These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics…"
Industrial Professional and Skilled 7.1 Solution,https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-1-solution/,Industrial Professional and Skilled 7.1 Solution: Our Industrial – Professional and Skilled 7.1 solution is designed to measure the behaviors and experiences that underlie successful and safe performance in…
Manager + 7.1 (International),https://www.shl.com/products/product-catalog/view/manager-7-1-%28international%29/,"Manager + 7.1 (International): Our Manager + 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees, and includes SHL’s…"
Entry Level Sales Sift Out 7.1,https://www.shl.com/products/product-catalog/view/entry-level-sales-sift-out-7-1/,Entry Level Sales Sift Out 7.1: The Entry Level Sales Sift Out 7.1 Solution is for entry-level positions in which employees proactively sell products or services to customers and have their…
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,Sales Transformation Report 2.0 - Sales Manager: This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability…
Retail Consultant Solution,https://www.shl.com/products/product-catalog/view/retail-consultant-solution/,"Retail Consultant Solution: The Retail Consultant solution is for entry to mid-level retail positions in which employees proactively sell products to customers, develop relationships with…"
Shell Scripting (New),https://www.shl.com/products/product-catalog/view/shell-scripting-new/,"Shell Scripting (New): Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text."
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,SHL Verify Interactive – Numerical Reasoning: Assesses how the candidate comprehends numerical information in various formats.
Contact Center Team Lead/Coach - Short Form,https://www.shl.com/products/product-catalog/view/contact-center-team-leadcoach-short-form/,Contact Center Team Lead/Coach - Short Form: The Contact Center - Team Lead/Coach solution is for job candidates applying to entry-level leadership  positions who tend to supervise hourly employees…
Chemical Engineering (New),https://www.shl.com/products/product-catalog/view/chemical-engineering-new/,"Chemical Engineering (New): Multi-choice test that measures the conceptual knowledge of transport phenomena, chemical process engineering and technology, chemical process principles…"
Manager - Short Form,https://www.shl.com/products/product-catalog/view/manager-short-form/,Manager - Short Form: The Manager solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample…
Manager 8.0+ JFA,https://www.shl.com/products/product-catalog/view/manager-8-0-jfa-4310/,Manager 8.0+ JFA: The Manager 8.0+ Job-Focused Assessment is designed for candidates applying to their first leadership positions and includes SHL’s new innovative mobile-first…
Professional 7.1 (International),https://www.shl.com/products/product-catalog/view/professional-7-1-solution-4247/,"Professional 7.1 (International): Our Professional 7.1 solution is designed for all non-managerial professional individual contributor positions. Sample tasks for these jobs include, but are…"
Networking and Implementation (New),https://www.shl.com/products/product-catalog/view/networking-and-implementation-new/,"Networking and Implementation (New): Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks."
OPQ Maximising your Learning Report,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,OPQ Maximising your Learning Report: This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development.  It summarises the preferred approach…
Following Instructions v1 - US (R2),https://www.shl.com/products/product-catalog/view/following-instructions-v1-us-r2/,Following Instructions v1 - US (R2): This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Test takers are presented with a set of…
OPQ User and Managers Report,https://www.shl.com/products/product-catalog/view/opq-user-and-managers-report/,"OPQ User and Managers Report: This OPQ (Occupational Personality Questionnaire) report consists of two reports. The User Report includes a Profile Chart and narrative text, focusing on an…"
Search Engine Optimization (New),https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,"Search Engine Optimization (New): Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links."
Basic Computer Literacy (Windows 10) (New),https://www.shl.com/products/product-catalog/view/basic-computer-literacy-windows-10-new/,"Basic Computer Literacy (Windows 10) (New): The Basic Computer Literacy (Windows 10) simulation measures knowledge of general computer terminology, processes, and applications and the ability to perform…"
Global Skills Assessment,https://www.shl.com/products/product-catalog/view/global-skills-assessment/,Global Skills Assessment: The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most…
Guest Services Associate Solution,https://www.shl.com/products/product-catalog/view/guest-services-associate-solution/,Guest Services Associate Solution: The Guest Services Associate solution is designed for entry to mid-level customer service positions in the hospitality industry. The solution is for highly…
Reviewing Forms - US (R1),https://www.shl.com/products/product-catalog/view/reviewing-forms-us-r1/,Reviewing Forms - US (R1): This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph…
Hibernate (New),https://www.shl.com/products/product-catalog/view/hibernate-new/,"Hibernate (New): Multi-choice test that measures the knowledge of Hibernate architecture, Hibernate mapping and Hibernate query language(HQL)."
